,index,log-age-yr,Vmag,Kmag,V-F220W,V-F250W,V-F330W,V-F410W,V-F435W,V-F475W,V-F555W,V-F606W,V-F625W,V-F775W,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
239,19,6.019988,1.7763,2.5122,3.3454,2.8602,2.1281,0.6962,0.4419,0.2198,0.0382,-0.024,-0.109,-0.2502,-0.3106,46.6822,0.0245,0.0617,0.4885,0.0004,BaSeL
240,20,6.040009,1.7737,2.5099,3.3461,2.8609,2.1288,0.6967,0.4422,0.22,0.0382,-0.024,-0.109,-0.2503,-0.3108,46.6823,0.0244,0.0616,0.4875,0.0004,BaSeL
241,21,6.060018,1.7711,2.5076,3.3472,2.8621,2.1298,0.6973,0.4427,0.2202,0.0382,-0.024,-0.1091,-0.2505,-0.311,46.6825,0.0243,0.0614,0.4864,0.0004,BaSeL
242,22,6.080013,1.7684,2.5052,3.3487,2.8636,2.1312,0.6982,0.4433,0.2205,0.0382,-0.0241,-0.1092,-0.2508,-0.3112,46.6829,0.0243,0.0613,0.4853,0.0004,BaSeL
243,23,6.099991,1.7656,2.5027,3.3506,2.8655,2.133,0.6992,0.444,0.2208,0.0383,-0.0241,-0.1094,-0.2512,-0.3116,46.6834,0.0242,0.0611,0.4842,0.0004,BaSeL
244,24,6.120014,1.7628,2.5001,3.3529,2.8678,2.1351,0.7006,0.445,0.2213,0.0383,-0.0242,-0.1095,-0.2516,-0.312,46.6841,0.0241,0.061,0.4831,0.0004,BaSeL
245,25,6.140005,1.7598,2.4975,3.3557,2.8706,2.1376,0.7021,0.4461,0.2219,0.0384,-0.0242,-0.1098,-0.252,-0.3125,46.685,0.024,0.0608,0.4819,0.0004,BaSeL
246,26,6.159988,1.7568,2.4948,3.359,2.8739,2.1405,0.704,0.4474,0.2225,0.0384,-0.0243,-0.11,-0.2526,-0.313,46.686,0.0239,0.0606,0.4807,0.0004,BaSeL
247,27,6.180011,1.7533,2.4907,3.3634,2.8776,2.1433,0.7058,0.4487,0.2231,0.0384,-0.0243,-0.1101,-0.2528,-0.3132,46.6919,0.0238,0.0604,0.4789,0.0004,BaSeL
248,28,6.200002,1.7496,2.4861,3.3686,2.8818,2.1463,0.7078,0.45,0.2237,0.0385,-0.0243,-0.1102,-0.253,-0.3133,46.7,0.0237,0.0602,0.4769,0.0004,BaSeL
249,29,6.220004,1.7458,2.4814,3.3743,2.8865,2.1499,0.7101,0.4517,0.2245,0.0385,-0.0244,-0.1104,-0.2533,-0.3135,46.7078,0.0236,0.06,0.4748,0.0004,BaSeL
250,30,6.24,1.7418,2.4767,3.3804,2.8917,2.1539,0.7127,0.4535,0.2254,0.0385,-0.0245,-0.1106,-0.2537,-0.3139,46.7153,0.0235,0.0598,0.4728,0.0004,BaSeL
251,31,6.26,1.7374,2.4718,3.3868,2.8973,2.1584,0.7156,0.4556,0.2264,0.0386,-0.0245,-0.1109,-0.2542,-0.3144,46.7224,0.0234,0.0596,0.4706,0.0004,BaSeL
252,32,6.280009,1.7207,2.4559,3.3923,2.902,2.1623,0.7179,0.4571,0.227,0.0386,-0.0246,-0.111,-0.2548,-0.315,46.7281,0.023,0.0586,0.4638,0.0004,BaSeL
253,33,6.300008,1.7003,2.4369,3.3976,2.9067,2.1663,0.7203,0.4586,0.2276,0.0387,-0.0247,-0.1112,-0.2555,-0.3158,46.7329,0.0225,0.0576,0.4557,0.0004,BaSeL
254,34,6.320001,1.6215,2.3636,3.4906,2.9979,2.2458,0.7715,0.4963,0.2474,0.0404,-0.027,-0.1194,-0.2716,-0.3315,46.76,0.0203,0.0535,0.4258,0.0004,BaSeL
255,35,6.340008,1.6531,2.3894,3.5655,3.072,2.3109,0.816,0.53,0.2657,0.042,-0.0288,-0.1262,-0.2838,-0.3429,46.7543,0.0204,0.0551,0.4361,0.0004,BaSeL
256,36,6.360006,1.6625,2.3954,3.6208,3.1271,2.3596,0.8495,0.5558,0.2801,0.0433,-0.0305,-0.1324,-0.2943,-0.3527,46.7475,0.0201,0.0556,0.4384,0.0004,BaSeL
257,37,6.379994,1.5953,2.3343,3.6231,3.1299,2.3617,0.8496,0.556,0.2805,0.0436,-0.031,-0.134,-0.2969,-0.3553,46.7514,0.0189,0.0522,0.4144,0.0004,BaSeL
258,38,6.400002,1.5126,2.2576,3.6202,3.1282,2.3597,0.8466,0.5542,0.2803,0.044,-0.0316,-0.1362,-0.2993,-0.3574,46.7387,0.0175,0.0482,0.385,0.0004,BaSeL
259,39,6.420005,1.3777,2.128,3.6013,3.1134,2.3485,0.8392,0.5497,0.2794,0.0448,-0.0329,-0.1404,-0.3021,-0.3591,46.7131,0.0155,0.0425,0.3407,0.0004,BaSeL
260,40,6.439995,1.2011,1.9612,3.5729,3.0892,2.3208,0.8154,0.5337,0.2725,0.0449,-0.0323,-0.1393,-0.2968,-0.3542,46.6519,0.0133,0.036,0.2913,0.0004,BaSeL
261,41,6.459995,0.7728,1.4759,3.2867,2.8312,2.104,0.7155,0.4679,0.2414,0.0421,-0.0243,-0.1176,-0.2491,-0.3035,46.5911,0.0093,0.0242,0.1857,0.0004,BaSeL
262,42,6.480007,0.3207,0.8994,2.884,2.4605,1.7979,0.5804,0.3745,0.1923,0.0355,-0.0095,-0.0758,-0.1678,-0.2162,46.5981,0.0066,0.0159,0.1089,0.0004,BaSeL
263,43,6.500003,-0.0759,0.0313,2.4846,2.0737,1.451,0.4169,0.2462,0.1094,0.0193,0.0156,0.0009,-0.0006,-0.0166,46.6283,0.0051,0.011,0.0488,0.0004,BaSeL
264,44,6.519999,-0.1618,-0.1992,2.3612,1.9445,1.3233,0.3586,0.1972,0.0753,0.0121,0.0252,0.0307,0.0605,0.0569,46.6767,0.0049,0.0101,0.0393,0.0004,BaSeL
265,45,6.540004,-0.1836,-0.3897,2.2941,1.8676,1.2338,0.3101,0.153,0.0422,0.0048,0.0343,0.059,0.1238,0.134,46.6217,0.0049,0.0099,0.0329,0.0004,BaSeL
266,46,6.560002,-0.2055,-0.5312,2.2286,1.7993,1.164,0.2689,0.1178,0.0185,0.0003,0.041,0.078,0.1691,0.1865,46.5538,0.005,0.0097,0.0288,0.0004,BaSeL
267,47,6.580001,-0.1531,-0.5855,2.2406,1.8112,1.1733,0.2482,0.0985,0.006,-0.0014,0.0454,0.0885,0.2034,0.2239,46.4763,0.0053,0.0101,0.0273,0.0004,BaSeL
268,48,6.600003,0.0636,-0.5923,2.3901,1.9476,1.2818,0.2204,0.0649,-0.0183,-0.005,0.055,0.1106,0.2781,0.3044,46.3977,0.0066,0.0123,0.027,0.0004,BaSeL
269,49,6.620001,0.2314,-0.6099,2.4839,2.0353,1.3549,0.1791,0.0214,-0.0476,-0.0094,0.0664,0.1366,0.3524,0.3821,46.3222,0.008,0.0143,0.0265,0.0004,BaSeL
270,50,6.640004,0.396,-0.2439,2.6235,2.179,1.4944,0.2931,0.1164,0.0116,0.0002,0.0499,0.0936,0.2559,0.2745,46.2747,0.0086,0.0166,0.037,0.0004,BaSeL
271,51,6.660002,0.492,0.0235,2.6864,2.2469,1.5641,0.3603,0.1746,0.0493,0.0066,0.0386,0.0636,0.1836,0.1928,46.2222,0.0089,0.0181,0.0472,0.0004,BaSeL
272,52,6.68,0.6051,0.3491,2.7559,2.3207,1.6391,0.4286,0.234,0.0889,0.0136,0.0262,0.03,0.1007,0.0984,46.1685,0.0094,0.02,0.0634,0.0004,BaSeL
273,53,6.700002,0.7355,0.741,2.8357,2.4038,1.7215,0.4968,0.2936,0.1294,0.0212,0.0128,-0.0075,0.0075,-0.0087,46.1196,0.01,0.0224,0.0906,0.0004,BaSeL
274,54,6.720002,0.8891,1.1836,2.922,2.4907,1.8053,0.5582,0.3477,0.1676,0.0289,-0.0007,-0.0465,-0.0883,-0.1197,46.0679,0.011,0.0257,0.1356,0.0004,BaSeL
275,55,6.739999,1.0904,1.5996,3.0472,2.6113,1.9137,0.6162,0.3963,0.2015,0.036,-0.0132,-0.0841,-0.1709,-0.2147,46.019,0.0126,0.0308,0.1981,0.0004,BaSeL
276,56,6.76,1.1331,1.6397,3.0389,2.6042,1.9075,0.6132,0.3945,0.2007,0.036,-0.013,-0.0836,-0.1699,-0.2136,45.9673,0.0131,0.0319,0.2047,0.0004,BaSeL
277,57,6.78,1.1878,1.6939,3.0364,2.6024,1.9061,0.6125,0.3943,0.2009,0.036,-0.0132,-0.084,-0.1704,-0.2143,45.9173,0.0137,0.0334,0.2142,0.0004,BaSeL
278,58,6.800002,1.2588,1.7668,3.0414,2.6078,1.9109,0.6145,0.3959,0.202,0.0362,-0.0137,-0.0854,-0.1729,-0.217,45.8662,0.0145,0.0356,0.2281,0.0004,BaSeL
279,59,6.819998,1.3575,1.8705,3.0632,2.6278,1.9273,0.621,0.4008,0.205,0.0367,-0.0148,-0.0885,-0.1783,-0.2231,45.8154,0.0158,0.0388,0.2498,0.0004,BaSeL
280,60,6.839999,1.4964,2.0473,3.1201,2.6807,1.9717,0.6407,0.4156,0.214,0.0383,-0.018,-0.0978,-0.1969,-0.244,45.7617,0.0177,0.0439,0.2927,0.0004,BaSeL
281,61,6.860003,1.5083,2.045,3.0928,2.656,1.9509,0.631,0.4091,0.2108,0.0379,-0.017,-0.0952,-0.1912,-0.2379,45.7011,0.0179,0.0442,0.2913,0.0004,BaSeL
282,62,6.880002,1.524,2.0459,3.0658,2.6317,1.9306,0.6217,0.4028,0.2076,0.0375,-0.0161,-0.0926,-0.1855,-0.2318,45.638,0.0182,0.0448,0.2908,0.0004,BaSeL
283,63,6.900001,1.5449,2.0508,3.0392,2.6078,1.9107,0.6127,0.3968,0.2046,0.0371,-0.0152,-0.09,-0.1799,-0.2256,45.5721,0.0186,0.0455,0.2914,0.0004,BaSeL
284,64,6.919998,1.5706,2.0598,3.014,2.5851,1.8919,0.6042,0.3911,0.2017,0.0367,-0.0143,-0.0875,-0.1744,-0.2196,45.5042,0.0191,0.0465,0.2931,0.0004,BaSeL
285,65,6.939998,1.6037,2.0745,2.9896,2.5632,1.8737,0.5962,0.3857,0.1989,0.0363,-0.0135,-0.0851,-0.1689,-0.2135,45.4319,0.0197,0.0478,0.2963,0.0004,BaSeL
286,66,6.96,1.6441,2.0952,2.9676,2.5434,1.8574,0.5888,0.3807,0.1963,0.0359,-0.0127,-0.0828,-0.1635,-0.2074,45.3591,0.0204,0.0495,0.3012,0.0004,BaSeL
287,67,6.979999,1.6928,2.1224,2.9496,2.5272,1.8439,0.5824,0.3764,0.1939,0.0355,-0.0119,-0.0806,-0.1582,-0.2015,45.2875,0.0214,0.0516,0.3081,0.0004,BaSeL
288,68,7.0,1.7558,2.1612,2.94,2.5183,1.836,0.5782,0.3734,0.1922,0.0351,-0.0114,-0.0789,-0.1535,-0.196,45.2129,0.0227,0.0546,0.3185,0.0004,BaSeL
289,69,7.019988,1.8088,2.0781,2.9073,2.4846,1.8024,0.5575,0.3556,0.1793,0.0321,-0.0064,-0.0636,-0.1169,-0.1526,45.1407,0.0241,0.0571,0.2942,0.0004,BaSeL
290,70,7.040009,1.7896,1.9508,2.8281,2.4089,1.7352,0.5251,0.3293,0.1615,0.0284,0.0002,-0.0442,-0.0757,-0.1051,45.0607,0.0241,0.056,0.261,0.0004,BaSeL
291,71,7.060018,1.7458,1.7947,2.7326,2.3192,1.6578,0.4888,0.3008,0.1429,0.0247,0.0069,-0.0249,-0.0345,-0.0579,44.9709,0.0237,0.0536,0.2255,0.0004,BaSeL
292,72,7.080013,1.7129,1.6662,2.6459,2.2382,1.5889,0.4569,0.276,0.1271,0.0217,0.0125,-0.0092,-0.0004,-0.0189,44.878,0.0234,0.0519,0.1998,0.0004,BaSeL
293,73,7.099991,1.6925,1.5609,2.5669,2.165,1.5276,0.4287,0.2544,0.1137,0.0193,0.0172,0.0038,0.0284,0.0139,44.7824,0.0233,0.0508,0.1808,0.0004,BaSeL
294,74,7.119981,1.6847,1.4751,2.4978,2.1014,1.4752,0.4041,0.2359,0.1026,0.0174,0.0211,0.0141,0.0524,0.0412,44.6874,0.0234,0.0503,0.1667,0.0004,BaSeL
295,75,7.140005,1.6917,1.4072,2.4398,2.0484,1.4323,0.3828,0.2203,0.0939,0.0161,0.0242,0.022,0.0726,0.0642,44.5937,0.0238,0.0505,0.1561,0.0004,BaSeL
296,76,7.159988,1.7155,1.3566,2.3975,2.0101,1.4021,0.3654,0.2082,0.0878,0.0155,0.0265,0.0272,0.0889,0.0829,44.5011,0.0245,0.0515,0.1486,0.0004,BaSeL
